Les données suivantes sont issues de l'analyse de la production : prod_CE2_556

Cette production contient : 

	217 forme(s)/token(s)

	190 mot(s)

	68 hapax

	775 caractère(s)

	Une moyenne de 4 caractère(s) par mot

	3 phrase(s)

	Une moyenne de 63 mot(s) par phrase

	103 type(s) de mots dont la distribution fréquentielle est la suivante :

		Léon : 1
		faisait : 1
		une : 3
		rédaction : 1
		sur : 1
		ce : 1
		qui : 2
		s' : 1
		était : 3
		passé : 1
		le : 3
		dimanche : 2
		un : 9
		jour : 5
		il : 19
		a : 6
		écrit : 1
		qu' : 3
		mangeait : 2
		dormait : 1
		et : 5
		remangeait : 1
		Sa : 1
		maitresse : 1
		lui : 1
		avait : 7
		dit : 2
		insuffisant : 1
		même : 2
		mis : 2
		n' : 1
		rien : 1
		fait : 3
		eu : 2
		sa : 2
		maman : 1
		se : 1
		coupa : 1
		doigt : 1
		en : 2
		cuisinant : 2
		poussa : 1
		soeur : 1
		dans : 3
		l' : 5
		escalier : 2
		elle : 1
		dut : 1
		aller : 1
		à : 3
		hôpital : 2
		eut : 2
		la : 4
		poudre : 1
		de : 3
		lessive : 2
		eau : 1
		son : 1
		père : 1
		failli : 1
		mourir : 1
		empoissonné : 2
		réussi : 1
		avoir : 1
		quand : 1
		trop : 1
		couler : 1
		ça : 1
		inondé : 1
		les : 1
		voisins : 2
		idée : 2
		mettre : 1
		pot : 1
		fleurs : 1
		déséquilibre : 1
		Il : 1
		entend : 1
		cri : 1
		mais : 1
		ne : 1
		pouvait : 1
		pas : 1
		venir : 1
		voir : 1
		parce : 1
		aux : 1
		toilettes : 2
		vit : 1
		juste : 1
		victime : 1
		entrer : 1
		ambulance : 2
		lendemain : 1
		école : 1
		y : 1
		remplaçante : 1
		leur : 1
		donna : 1
		conjugaison : 1
		c' : 1
		plus : 1
		facile : 1

	Liste (triée par fréquence décroissante) du nombre d'occurrences de chaque catégorie : 

		('NOM', 38)
		('PRO:PER', 26)
		('DET:ART', 25)
		('VER:impf', 16)
		('VER:pper', 16)
		('NUM', 14)
		('PRP', 12)
		('KON', 10)
		('VER:pres', 8)
		('ADV', 8)
		('VER:infi', 8)
		('PUN', 6)
		('VER:simp', 6)
		('DET:POS', 4)
		('PUN:cit', 4)
		('PRO:DEM', 3)
		('PRO:REL', 3)
		('SENT', 3)
		('ADJ', 3)
		('VER:ppre', 2)
		('NAM', 1)
		('PRP:det', 1)

	Liste (triée par fréquence décroissante) des lemmes et de leurs catégories : 

		(('PRO:PER', 'il'), 20)
		(('NUM', '@card@'), 14)
		(('DET:ART', 'le'), 13)
		(('DET:ART', 'un'), 12)
		(('VER:impf', 'avoir'), 7)
		(('VER:pres', 'avoir'), 6)
		(('NOM', 'jour'), 5)
		(('KON', 'et'), 5)
		(('PUN', '/'), 5)
		(('DET:POS', 'son'), 4)
		(('VER:impf', 'être'), 3)
		(('SENT', '.'), 3)
		(('PUN:cit', '»'), 3)
		(('VER:pper', 'faire'), 3)
		(('PRP', 'dans'), 3)
		(('PRP', 'à'), 3)
		(('PRP', 'de'), 3)
		(('PRO:DEM', 'ce'), 2)
		(('PRO:REL', 'qui'), 2)
		(('PRO:PER', 'se'), 2)
