Les données suivantes sont issues de l'analyse de la production : prod_CE1_577

Cette production contient : 

	59 forme(s)/token(s)

	51 mot(s)

	20 hapax

	193 caractère(s)

	Une moyenne de 4 caractère(s) par mot

	0 phrase(s)

	31 type(s) de mots dont la distribution fréquentielle est la suivante :

		C' : 1
		est : 1
		un : 4
		petit : 1
		garçon : 1
		qui : 2
		fait : 4
		de : 2
		la : 1
		rédaction : 1
		à : 1
		l' : 1
		école : 1
		et : 1
		a : 3
		toujours : 1
		puis : 4
		dimanche : 1
		sa : 1
		maman : 1
		se : 1
		coupe : 1
		le : 2
		doigt : 2
		lendemain : 1
		il : 4
		plein : 1
		problèmes : 2
		des : 1
		bonnes : 1
		notes : 2

	Liste (triée par fréquence décroissante) du nombre d'occurrences de chaque catégorie : 

		('NOM', 12)
		('VER:pres', 9)
		('DET:ART', 8)
		('NUM', 6)
		('ADV', 5)
		('PRO:PER', 5)
		('ADJ', 3)
		('PRP', 3)
		('PRO:REL', 2)
		('PUN', 2)
		('PRO:DEM', 1)
		('KON', 1)
		('DET:POS', 1)
		('PRP:det', 1)

	Liste (triée par fréquence décroissante) des lemmes et de leurs catégories : 

		(('NUM', '@card@'), 6)
		(('DET:ART', 'un'), 4)
		(('VER:pres', 'faire'), 4)
		(('DET:ART', 'le'), 4)
		(('ADV', 'puis'), 4)
		(('PRO:PER', 'il'), 4)
		(('VER:pres', 'avoir'), 3)
		(('PRO:REL', 'qui'), 2)
		(('PRP', 'de'), 2)
		(('PUN', '/'), 2)
		(('NOM', 'doigt'), 2)
		(('NOM', 'problème'), 2)
		(('NOM', 'note'), 2)
		(('PRO:DEM', 'ce'), 1)
		(('VER:pres', 'être'), 1)
		(('ADJ', 'petit'), 1)
		(('NOM', 'garçon'), 1)
		(('NOM', 'rédaction'), 1)
		(('PRP', 'à'), 1)
		(('NOM', 'école'), 1)
		(('KON', 'et'), 1)
		(('ADV', 'toujours'), 1)
		(('NOM', 'dimanche'), 1)
		(('DET:POS', 'son'), 1)
		(('NOM', 'maman'), 1)
		(('PRO:PER', 'se'), 1)
		(('VER:pres', 'couper'), 1)
		(('NOM', 'lendemain'), 1)
		(('ADJ', 'plein'), 1)
		(('PRP:det', 'du'), 1)
		(('ADJ', 'bon'), 1)

	Richesse lexicale (Type-Token Ratio) : 0.6078431372549019

	Score BLEU : 0.0011935143124317351

	Précision : 0.5142857142857142

	Rappel : 0.09375

	F-mesure : 0.15859030837004406

