Les données suivantes sont issues de l'analyse de la production : prod_CE2_554

Cette production contient : 

	166 forme(s)/token(s)

	149 mot(s)

	44 hapax

	578 caractère(s)

	Une moyenne de 4 caractère(s) par mot

	1 phrase(s)

	Une moyenne de 149 mot(s) par phrase

	76 type(s) de mots dont la distribution fréquentielle est la suivante :

		Léon : 1
		faisait : 1
		toujours : 2
		rédactions : 1
		à : 2
		l' : 8
		école : 1
		mais : 3
		il : 13
		n' : 1
		y : 3
		arrivait : 1
		pas : 2
		avait : 5
		des : 2
		mauvaises : 1
		notes : 1
		comme : 1
		c' : 1
		était : 3
		tous : 1
		les : 2
		dimanches : 1
		un : 6
		jour : 4
		sa : 3
		mère : 1
		s' : 1
		coupé : 1
		le : 3
		doigt : 2
		alors : 1
		lendemain : 1
		matin : 1
		écrivait : 1
		sur : 2
		feuille : 1
		de : 2
		rédaction : 2
		a : 7
		eu : 4
		ça : 2
		est : 2
		compris : 2
		autre : 2
		poussé : 1
		soeur : 1
		dans : 2
		escaliers : 2
		et : 4
		inondé : 1
		appartement : 1
		voisins : 1
		d' : 2
		en : 1
		dessous : 1
		fait : 3
		tomber : 1
		pot : 1
		la : 1
		tête : 1
		passant : 2
		juste : 1
		temps : 1
		emmener : 1
		ambulance : 1
		ce : 1
		pour : 1
		rien : 2
		une : 1
		remplaçante : 1
		leur : 1
		expliqua : 1
		qu' : 1
		elle : 1
		hôpital : 1

	Liste (triée par fréquence décroissante) du nombre d'occurrences de chaque catégorie : 

		('NOM', 29)
		('PRO:PER', 21)
		('DET:ART', 19)
		('PRP', 12)
		('VER:pper', 12)
		('VER:impf', 11)
		('NUM', 11)
		('ADV', 10)
		('KON', 9)
		('VER:pres', 9)
		('ADJ', 4)
		('PUN', 4)
		('PRO:DEM', 4)
		('DET:POS', 3)
		('PRP:det', 2)
		('VER:infi', 2)
		('NAM', 1)
		('PRO:IND', 1)
		('VER:simp', 1)
		('SENT', 1)

	Liste (triée par fréquence décroissante) des lemmes et de leurs catégories : 

		(('PRO:PER', 'il'), 13)
		(('DET:ART', 'le'), 12)
		(('NUM', '@card@'), 11)
		(('DET:ART', 'un'), 7)
		(('VER:pres', 'avoir'), 7)
		(('VER:impf', 'avoir'), 5)
		(('PUN', '/'), 4)
		(('NOM', 'jour'), 4)
		(('PRP', 'de'), 4)
		(('VER:pper', 'avoir'), 4)
		(('KON', 'et'), 4)
		(('NOM', 'rédaction'), 3)
		(('KON', 'mais'), 3)
		(('PRO:PER', 'y'), 3)
		(('VER:impf', 'être'), 3)
		(('DET:POS', 'son'), 3)
		(('VER:pper', 'faire'), 3)
		(('ADV', 'toujours'), 2)
		(('PRP', 'à'), 2)
		(('ADV', 'pas'), 2)
		(('PRP:det', 'du'), 2)
		(('PRO:DEM', 'ce'), 2)
		(('NOM', 'doigt'), 2)
		(('PRO:PER', 'la|le'), 2)
		(('PRP', 'sur'), 2)
		(('PRO:DEM', 'cela'), 2)
		(('VER:pres', 'être'), 2)
		(('VER:pper', 'comprendre'), 2)
		(('ADJ', 'autre'), 2)
		(('PRP', 'dans'), 2)
		(('NOM', 'escalier'), 2)
		(('NOM', 'passant'), 2)
		(('ADV', 'rien'), 2)
		(('NAM', 'Léon'), 1)
		(('VER:impf', 'faire'), 1)
		(('NOM', 'école'), 1)
		(('ADV', 'ne'), 1)
		(('VER:impf', 'arriver'), 1)
		(('ADJ', 'mauvais'), 1)
		(('NOM', 'note'), 1)
		(('KON', 'comme'), 1)
		(('PRO:IND', 'tout'), 1)
		(('NOM', 'dimanche'), 1)
		(('NOM', 'mère'), 1)
		(('PRO:PER', 'se'), 1)
		(('VER:pper', 'couper'), 1)
		(('ADV', 'alors'), 1)
		(('NOM', 'lendemain'), 1)
		(('NOM', 'matin'), 1)
		(('VER:impf', 'écrire'), 1)
		(('NOM', 'feuille'), 1)
		(('VER:pper', 'pousser'), 1)
		(('NOM', 'sœur'), 1)
		(('VER:pper', 'inonder'), 1)
		(('NOM', 'appartement'), 1)
		(('NOM', 'voisin'), 1)
		(('PRP', 'en'), 1)
		(('ADV', 'dessous'), 1)
		(('VER:infi', 'tomber'), 1)
		(('NOM', 'pot'), 1)
		(('NOM', 'tête'), 1)
		(('ADJ', 'juste'), 1)
		(('NOM', 'temps'), 1)
		(('VER:infi', 'emmener'), 1)
		(('NOM', 'ambulance'), 1)
		(('ADV', 'là'), 1)
		(('PRP', 'pour'), 1)
		(('NOM', 'remplaçant'), 1)
		(('PRO:PER', 'lui'), 1)
		(('VER:simp', 'expliquer'), 1)
		(('KON', 'que'), 1)
		(('PRO:PER', 'elle'), 1)
		(('NOM', 'hôpital'), 1)
		(('SENT', '.'), 1)

	Richesse lexicale (Type-Token Ratio) : 0.5100671140939598

	Score BLEU : 0.1163618545336512

	Précision : 0.5542168674698795

	Rappel : 0.23958333333333334

	F-mesure : 0.3345454545454546

